Fecha,CHORRILLOS,ACOBAMBA,MINA.COLQUI,PUCRO,TINGO,SHEQUE,LA.QUISHA,CARAMPOMA
1/12/1999,0.1239748,100.2737732,158.5038147,165.3737793,114.7637253,114.7637253,114.7637253,64.21140289
1/01/2000,1.668320894,248.0302734,391.6300354,279.2112122,218.7382965,218.7382965,218.7382965,134.664093
1/02/2000,0.047320642,240.750824,258.3162842,235.1086884,242.877533,242.877533,242.877533,169.3143616
1/03/2000,0.148691669,215.8648376,275.5679626,203.1196442,194.1319733,194.1319733,194.1319733,115.8145905
1/04/2000,0,97.28240204,100.7853546,51.61911774,64.26181793,64.26181793,64.26181793,40.14550018
1/05/2000,0.161259636,26.82195663,42.75358582,48.50740051,20.45165443,20.45165443,20.45165443,10.8507185
1/06/2000,0.242639855,0.030675942,0.210548893,0.403291494,0.158985794,0.158985794,0.158985794,0.011596462
1/07/2000,0.645694315,1.223256111,3.746325731,10.72282028,2.983099699,2.983099699,2.983099699,1.78415072
1/08/2000,0.628017426,5.612338066,18.72791672,38.27168274,8.792451859,8.792451859,8.792451859,2.506643295
1/09/2000,0.266322076,27.48189354,43.01087189,15.16138649,24.77595139,24.77595139,24.77595139,9.671905518
1/10/2000,0,70.58708954,97.76340485,61.51663208,56.99525833,56.99525833,56.99525833,29.0180378
1/11/2000,0,41.52713776,62.99400711,48.72335815,30.17883873,30.17883873,30.17883873,14.76621723
1/12/2000,0.055042021,189.1915283,288.8916626,313.1751404,184.9673615,184.9673615,184.9673615,100.1351547
1/01/2001,0.269322276,287.9970093,430.6422424,319.3009033,252.0435791,252.0435791,252.0435791,153.816803
1/02/2001,0.252875358,159.8746948,201.4242096,203.5653534,186.2202606,186.2202606,186.2202606,139.3613739
1/03/2001,0.046877511,298.0407715,421.9373169,367.9441833,314.2781372,314.2781372,314.2781372,195.3281555
1/04/2001,0,90.73738098,92.38014221,55.72021866,68.7720871,68.7720871,68.7720871,57.46343994
1/05/2001,0.13179563,7.438998222,13.28092384,16.59603882,5.222658634,5.222658634,5.222658634,1.650722146
1/06/2001,0.058358427,0.21338886,0.959529161,2.859326601,0.662886024,0.662886024,0.662886024,0.095172845
1/07/2001,0.848826289,0.936817586,3.439873219,12.70082951,2.006897211,2.006897211,2.006897211,0.43736729
1/08/2001,1.029031038,0.63474679,2.396992922,2.899563789,1.629612565,1.629612565,1.629612565,0.256184071
1/09/2001,0.424572736,35.31670761,81.18254089,91.97462463,32.70598984,32.70598984,32.70598984,11.74045753
1/10/2001,0,37.11494827,61.59731293,43.12217712,38.01455307,38.01455307,38.01455307,15.59857273
1/11/2001,0,154.5366516,202.3038177,123.8086929,123.2897339,123.2897339,123.2897339,69.29543304
1/12/2001,0,16.51334953,56.61178589,85.06996155,40.08844376,40.08844376,40.08844376,11.5870266
